store_name,location,product_name,category,price,units_sold,revenue
Store_13,Delhi,LED Lamp,Home & Kitchen,7763.71,43,333839.53
Store_41,Hyderabad,Sunglasses,Accessories,6327.73,20,126554.6
Store_37,Ahmedabad,Smartwatch,Electronics,2187.83,2,4375.66
Store_20,Pune,Formal Shirt,Apparel,3291.07,48,157971.36
Store_14,Lucknow,Denim Jeans,Apparel,6361.58,3,19084.74
Store_45,Hyderabad,Ceramic Mug,Home & Kitchen,3461.04,44,152285.76
Store_14,Ahmedabad,Tennis Racket,Sports,2672.0,2,5344.0
Store_5,Kolkata,Backpack,Accessories,346.82,18,6242.76
Store_11,Chennai,Basic T-Shirt,Apparel,6211.0,14,86954.0
Store_19,Jaipur,Smartwatch,Electronics,1488.31,33,49114.23
Store_50,Delhi,Yoga Mat,Sports,6660.62,47,313049.14
Store_22,Chennai,Office Chair,Furniture,1977.65,45,88994.25
Store_44,Delhi,Denim Jeans,Apparel,3768.3,45,169573.5
Store_19,Mumbai,Backpack,Accessories,1001.08,47,47050.76
Store_34,Delhi,Office Chair,Furniture,4226.33,50,211316.5
Store_47,Kolkata,Formal Shirt,Apparel,5936.78,8,47494.24
Store_36,Jaipur,Backpack,Accessories,5465.02,17,92905.34
Store_22,Chennai,Yoga Mat,Sports,7226.47,6,43358.82
Store_10,Delhi,Formal Shirt,Apparel,442.08,29,12820.32
Store_23,Mumbai,Sunglasses,Accessories,6172.37,13,80240.81
Store_4,Pune,Ceramic Mug,Home & Kitchen,290.63,19,5521.97
Store_10,Hyderabad,Leather Wallet,Accessories,7310.83,6,43864.98
Store_34,Bengaluru,Basic T-Shirt,Apparel,7316.71,40,292668.4
Store_5,Pune,LED Lamp,Home & Kitchen,4543.56,50,227178.0
Store_43,Mumbai,Office Chair,Furniture,712.33,9,6410.97
Store_41,Mumbai,LED Lamp,Home & Kitchen,5751.18,36,207042.48
Store_20,Mumbai,Leather Wallet,Accessories,6513.95,47,306155.65
Store_4,Chennai,Tennis Racket,Sports,3840.04,4,15360.16
Store_35,Ahmedabad,Smartwatch,Electronics,4405.2,19,83698.8
Store_37,Ahmedabad,Backpack,Accessories,3015.08,16,48241.28
Store_25,Mumbai,Wireless Mouse,Electronics,4304.26,46,197995.96
Store_11,Delhi,Formal Shirt,Apparel,394.27,22,8673.94
Store_19,Bengaluru,Backpack,Accessories,2382.57,1,2382.57
Store_1,Jaipur,Backpack,Accessories,7563.63,32,242036.16
Store_33,Pune,Leather Wallet,Accessories,378.88,49,18565.12
Store_42,Kolkata,Backpack,Accessories,6831.05,10,68310.5
Store_8,Lucknow,Office Chair,Furniture,2726.6,13,35445.8
Store_11,Pune,Basic T-Shirt,Apparel,329.26,9,2963.34
Store_17,Hyderabad,LED Lamp,Home & Kitchen,594.15,18,10694.7
Store_30,Chennai,Ceramic Mug,Home & Kitchen,6381.49,6,38288.94
Store_33,Mumbai,Formal Shirt,Apparel,3449.76,29,100043.04
Store_28,Jaipur,Coffee Maker,Home & Kitchen,2026.9,38,77022.2
Store_33,Jaipur,LED Lamp,Home & Kitchen,4387.17,24,105292.08
Store_48,Chennai,Leather Wallet,Accessories,5801.84,50,290092.0
Store_26,Pune,Backpack,Accessories,4324.12,27,116751.24
Store_4,Bengaluru,Office Chair,Furniture,2779.3,40,111172.0
Store_4,Hyderabad,Leather Wallet,Accessories,6603.21,20,132064.2
Store_50,Kolkata,Running Shoes,Footwear,6437.57,49,315440.93
Store_44,Jaipur,Denim Jeans,Apparel,207.63,17,3529.71
Store_9,Hyderabad,LED Lamp,Home & Kitchen,765.91,1,765.91
Store_34,Jaipur,Denim Jeans,Apparel,5920.21,18,106563.78
Store_47,Jaipur,Basic T-Shirt,Apparel,7353.82,31,227968.42
Store_8,Kolkata,Running Shoes,Footwear,5692.75,22,125240.5
Store_30,Lucknow,Bluetooth Headset,Electronics,2991.57,34,101713.38
Store_48,Kolkata,Basic T-Shirt,Apparel,4089.35,1,4089.35
Store_12,Chennai,Bluetooth Headset,Electronics,1946.04,16,31136.64
Store_31,Ahmedabad,Wireless Mouse,Electronics,835.44,37,30911.28
Store_11,Hyderabad,Coffee Maker,Home & Kitchen,1833.49,9,16501.41
Store_39,Chennai,Wireless Mouse,Electronics,7886.21,27,212927.67
Store_32,Kolkata,Sunglasses,Accessories,7133.72,8,57069.76
Store_30,Ahmedabad,Formal Shirt,Apparel,5276.54,8,42212.32
Store_18,Hyderabad,LED Lamp,Home & Kitchen,4721.0,47,221887.0
Store_39,Delhi,Smartwatch,Electronics,1676.87,20,33537.4
Store_4,Pune,Office Chair,Furniture,6165.13,32,197284.16
Store_13,Bengaluru,Sunglasses,Accessories,1340.51,37,49598.87
Store_24,Hyderabad,Basic T-Shirt,Apparel,2146.43,39,83710.77
Store_44,Kolkata,Leather Wallet,Accessories,5499.08,40,219963.2
Store_1,Jaipur,Basic T-Shirt,Apparel,5863.73,7,41046.11
Store_45,Pune,Smartwatch,Electronics,3551.9,14,49726.6
Store_46,Mumbai,Backpack,Accessories,3231.99,6,19391.94
Store_22,Mumbai,Yoga Mat,Sports,4930.5,9,44374.5
Store_14,Mumbai,Tennis Racket,Sports,2245.15,36,80825.4
Store_45,Bengaluru,Office Chair,Furniture,1967.9,42,82651.8
Store_13,Hyderabad,Office Chair,Furniture,3080.68,26,80097.68
Store_6,Chennai,Basic T-Shirt,Apparel,2105.69,14,29479.66
Store_25,Pune,Wireless Mouse,Electronics,2325.52,34,79067.68
Store_6,Chennai,Tennis Racket,Sports,508.09,8,4064.72
Store_24,Jaipur,Bluetooth Headset,Electronics,5253.72,4,21014.88
Store_15,Pune,Office Chair,Furniture,4000.05,17,68000.85
Store_46,Kolkata,Denim Jeans,Apparel,6589.17,5,32945.85
Store_26,Mumbai,Ceramic Mug,Home & Kitchen,7111.06,13,92443.78
Store_37,Ahmedabad,Office Chair,Furniture,5591.2,41,229239.2
Store_43,Delhi,Basic T-Shirt,Apparel,5097.27,41,208988.07
Store_46,Kolkata,Wireless Mouse,Electronics,6305.59,36,227001.24
Store_30,Pune,Ceramic Mug,Home & Kitchen,3026.42,38,115003.96
Store_38,Chennai,Basic T-Shirt,Apparel,4674.98,21,98174.58
Store_36,Pune,Ceramic Mug,Home & Kitchen,2470.88,17,42004.96
Store_38,Hyderabad,Coffee Maker,Home & Kitchen,3457.41,35,121009.35
Store_49,Ahmedabad,Denim Jeans,Apparel,7861.41,1,7861.41
Store_25,Kolkata,Running Shoes,Footwear,2909.68,22,64012.96
Store_35,Ahmedabad,Smartwatch,Electronics,4358.42,8,34867.36
Store_33,Bengaluru,Office Chair,Furniture,3798.26,42,159526.92
Store_40,Mumbai,Running Shoes,Footwear,4031.37,41,165286.17
Store_17,Delhi,Yoga Mat,Sports,2146.0,8,17168.0
Store_14,Lucknow,LED Lamp,Home & Kitchen,1666.78,27,45003.06
Store_21,Jaipur,Office Chair,Furniture,680.44,3,2041.32
Store_11,Delhi,LED Lamp,Home & Kitchen,811.33,20,16226.6
Store_1,Lucknow,Leather Wallet,Accessories,3655.87,17,62149.79
Store_36,Jaipur,Formal Shirt,Apparel,5605.54,21,117716.34
Store_27,Lucknow,Office Chair,Furniture,6049.32,48,290367.36
Store_4,Kolkata,Office Chair,Furniture,2642.1,3,7926.3
Store_12,Hyderabad,Wireless Mouse,Electronics,6518.44,35,228145.4
Store_1,Hyderabad,Leather Wallet,Accessories,4549.79,14,63697.06
Store_20,Chennai,LED Lamp,Home & Kitchen,4284.68,29,124255.72
Store_38,Kolkata,Backpack,Accessories,4946.28,35,173119.8
Store_28,Kolkata,Running Shoes,Footwear,2197.96,20,43959.2
Store_14,Jaipur,Office Chair,Furniture,6505.08,1,6505.08
Store_32,Ahmedabad,LED Lamp,Home & Kitchen,7492.62,1,7492.62
Store_18,Hyderabad,Smartwatch,Electronics,1609.24,9,14483.16
Store_35,Lucknow,Yoga Mat,Sports,3663.81,8,29310.48
Store_9,Delhi,Tennis Racket,Sports,4108.15,38,156109.7
Store_38,Mumbai,Formal Shirt,Apparel,4060.4,44,178657.6
Store_35,Hyderabad,Sunglasses,Accessories,7771.38,47,365254.86
Store_12,Mumbai,LED Lamp,Home & Kitchen,6360.43,28,178092.04
Store_47,Jaipur,Running Shoes,Footwear,2473.51,28,69258.28
Store_33,Lucknow,Leather Wallet,Accessories,6343.79,5,31718.95
Store_48,Mumbai,Basic T-Shirt,Apparel,4296.86,38,163280.68
Store_45,Mumbai,Formal Shirt,Apparel,1834.18,47,86206.46
Store_33,Mumbai,Tennis Racket,Sports,310.25,12,3723.0
Store_50,Jaipur,Wireless Mouse,Electronics,1794.04,46,82525.84
Store_46,Delhi,Wireless Mouse,Electronics,3047.8,44,134103.2
Store_17,Kolkata,Office Chair,Furniture,765.97,8,6127.76
Store_29,Pune,Backpack,Accessories,866.74,19,16468.06
Store_43,Lucknow,Bluetooth Headset,Electronics,3155.11,3,9465.33
Store_48,Kolkata,Ceramic Mug,Home & Kitchen,2897.77,9,26079.93
Store_33,Bengaluru,Leather Wallet,Accessories,1126.26,14,15767.64
Store_9,Kolkata,Yoga Mat,Sports,1024.78,41,42015.98
Store_31,Hyderabad,Office Chair,Furniture,2332.95,17,39660.15
Store_22,Delhi,Formal Shirt,Apparel,6320.73,6,37924.38
Store_44,Kolkata,Denim Jeans,Apparel,7588.78,42,318728.76
Store_36,Bengaluru,Ceramic Mug,Home & Kitchen,3553.34,49,174113.66
Store_27,Chennai,Yoga Mat,Sports,2108.36,7,14758.52
Store_4,Kolkata,Backpack,Accessories,6903.48,23,158780.04
Store_35,Mumbai,Denim Jeans,Apparel,1824.99,43,78474.57
Store_11,Kolkata,Formal Shirt,Apparel,2833.19,4,11332.76
Store_32,Bengaluru,Smartwatch,Electronics,7302.19,1,7302.19
Store_32,Hyderabad,LED Lamp,Home & Kitchen,2836.03,4,11344.12
Store_30,Hyderabad,Yoga Mat,Sports,1697.89,1,1697.89
Store_11,Mumbai,Coffee Maker,Home & Kitchen,3223.77,26,83818.02
Store_33,Hyderabad,Formal Shirt,Apparel,3845.03,10,38450.3
Store_47,Kolkata,LED Lamp,Home & Kitchen,6101.51,23,140334.73
Store_27,Mumbai,Yoga Mat,Sports,5475.22,41,224484.02
Store_13,Kolkata,Wireless Mouse,Electronics,4884.71,28,136771.88
Store_47,Chennai,Ceramic Mug,Home & Kitchen,1642.44,38,62412.72
Store_10,Chennai,Leather Wallet,Accessories,2001.95,24,48046.8
Store_36,Ahmedabad,Backpack,Accessories,4280.23,29,124126.67
Store_17,Pune,Smartwatch,Electronics,5671.5,18,102087.0
Store_16,Lucknow,Ceramic Mug,Home & Kitchen,561.58,3,1684.74
Store_24,Kolkata,Wireless Mouse,Electronics,5448.68,32,174357.76
Store_15,Jaipur,Wireless Mouse,Electronics,4996.48,10,49964.8
Store_14,Mumbai,Basic T-Shirt,Apparel,1021.2,24,24508.8
Store_32,Mumbai,Formal Shirt,Apparel,414.31,45,18643.95
Store_41,Delhi,Ceramic Mug,Home & Kitchen,6068.68,11,66755.48
Store_45,Mumbai,Bluetooth Headset,Electronics,3342.79,45,150425.55
Store_16,Bengaluru,Running Shoes,Footwear,2440.88,30,73226.4
Store_23,Chennai,Sunglasses,Accessories,5760.21,3,17280.63
Store_26,Delhi,Basic T-Shirt,Apparel,2377.37,41,97472.17
Store_15,Mumbai,Yoga Mat,Sports,4272.89,1,4272.89
Store_15,Ahmedabad,Backpack,Accessories,5306.29,47,249395.63
Store_41,Delhi,Denim Jeans,Apparel,5997.56,18,107956.08
Store_43,Ahmedabad,Ceramic Mug,Home & Kitchen,1332.99,14,18661.86
Store_43,Bengaluru,Formal Shirt,Apparel,6940.98,38,263757.24
Store_34,Jaipur,Wireless Mouse,Electronics,7216.2,19,137107.8
Store_50,Bengaluru,Office Chair,Furniture,7624.08,11,83864.88
Store_26,Bengaluru,Basic T-Shirt,Apparel,3813.57,34,129661.38
Store_18,Mumbai,Backpack,Accessories,1147.33,48,55071.84
Store_7,Chennai,Office Chair,Furniture,7661.86,33,252841.38
Store_34,Jaipur,Ceramic Mug,Home & Kitchen,1970.55,17,33499.35
Store_29,Kolkata,Yoga Mat,Sports,2094.95,35,73323.25
Store_26,Pune,Tennis Racket,Sports,7774.92,40,310996.8
Store_7,Pune,Coffee Maker,Home & Kitchen,7591.65,18,136649.7
Store_24,Lucknow,Ceramic Mug,Home & Kitchen,1987.51,16,31800.16
Store_8,Mumbai,Office Chair,Furniture,7339.64,31,227528.84
Store_13,Kolkata,Wireless Mouse,Electronics,6319.9,24,151677.6
Store_20,Hyderabad,Basic T-Shirt,Apparel,7548.2,14,105674.8
Store_26,Ahmedabad,Tennis Racket,Sports,4332.55,38,164636.9
Store_9,Chennai,Yoga Mat,Sports,5271.16,49,258286.84
Store_48,Hyderabad,Backpack,Accessories,1001.68,5,5008.4
Store_9,Lucknow,Bluetooth Headset,Electronics,4809.87,17,81767.79
Store_18,Ahmedabad,Denim Jeans,Apparel,6604.83,31,204749.73
Store_24,Lucknow,Office Chair,Furniture,3111.61,2,6223.22
Store_25,Delhi,Bluetooth Headset,Electronics,1392.65,43,59883.95
Store_4,Pune,Smartwatch,Electronics,7116.81,44,313139.64
Store_21,Jaipur,Formal Shirt,Apparel,1928.4,28,53995.2
Store_8,Jaipur,Running Shoes,Footwear,1980.61,26,51495.86
Store_14,Bengaluru,Running Shoes,Footwear,2837.62,25,70940.5
Store_45,Hyderabad,Wireless Mouse,Electronics,7676.58,2,15353.16
Store_43,Lucknow,Bluetooth Headset,Electronics,7569.08,3,22707.24
Store_28,Bengaluru,Sunglasses,Accessories,556.84,44,24500.96
Store_46,Mumbai,Coffee Maker,Home & Kitchen,2092.27,16,33476.32
Store_20,Bengaluru,Smartwatch,Electronics,7070.7,43,304040.1
Store_31,Bengaluru,Running Shoes,Footwear,793.22,10,7932.2
Store_18,Delhi,Ceramic Mug,Home & Kitchen,2652.95,11,29182.45
Store_50,Pune,Formal Shirt,Apparel,7506.23,22,165137.06
Store_27,Delhi,Yoga Mat,Sports,7914.05,38,300733.9
Store_13,Delhi,Ceramic Mug,Home & Kitchen,7892.28,29,228876.12
Store_1,Lucknow,Formal Shirt,Apparel,3373.98,43,145081.14
Store_22,Lucknow,Denim Jeans,Apparel,5491.73,9,49425.57
Store_17,Lucknow,Leather Wallet,Accessories,2601.11,22,57224.42
Store_1,Chennai,Tennis Racket,Sports,3750.05,38,142501.9
Store_41,Kolkata,Denim Jeans,Apparel,5153.01,22,113366.22
Store_16,Mumbai,Sunglasses,Accessories,6052.41,10,60524.1
Store_33,Delhi,Running Shoes,Footwear,6500.02,10,65000.2
Store_8,Chennai,Bluetooth Headset,Electronics,3700.36,3,11101.08
Store_25,Ahmedabad,Yoga Mat,Sports,6007.56,42,252317.52
Store_33,Chennai,Basic T-Shirt,Apparel,4971.83,21,104408.43
Store_6,Hyderabad,Basic T-Shirt,Apparel,4879.77,36,175671.72
Store_30,Ahmedabad,Leather Wallet,Accessories,6874.59,13,89369.67
Store_14,Pune,LED Lamp,Home & Kitchen,1437.49,18,25874.82
Store_41,Kolkata,Coffee Maker,Home & Kitchen,4497.35,30,134920.5
Store_25,Jaipur,Backpack,Accessories,7844.58,43,337316.94
Store_7,Ahmedabad,Ceramic Mug,Home & Kitchen,7654.05,3,22962.15
Store_15,Bengaluru,Tennis Racket,Sports,3603.61,50,180180.5
Store_30,Bengaluru,Leather Wallet,Accessories,6905.38,32,220972.16
Store_33,Jaipur,Ceramic Mug,Home & Kitchen,6557.66,40,262306.4
Store_8,Mumbai,Smartwatch,Electronics,5556.22,28,155574.16
Store_49,Chennai,Wireless Mouse,Electronics,5548.69,35,194204.15
Store_1,Pune,Yoga Mat,Sports,1100.42,42,46217.64
Store_16,Pune,Formal Shirt,Apparel,4885.09,47,229599.23
Store_25,Mumbai,Formal Shirt,Apparel,389.5,38,14801.0
Store_12,Bengaluru,LED Lamp,Home & Kitchen,5720.9,39,223115.1
Store_29,Jaipur,LED Lamp,Home & Kitchen,6375.6,23,146638.8
Store_13,Ahmedabad,Denim Jeans,Apparel,2274.19,5,11370.95
Store_47,Kolkata,Smartwatch,Electronics,5689.83,35,199144.05
Store_7,Kolkata,Bluetooth Headset,Electronics,4353.99,42,182867.58
Store_15,Jaipur,Leather Wallet,Accessories,4763.72,43,204839.96
Store_25,Mumbai,LED Lamp,Home & Kitchen,1679.52,28,47026.56
Store_3,Bengaluru,Ceramic Mug,Home & Kitchen,3469.09,2,6938.18
Store_38,Ahmedabad,Yoga Mat,Sports,5266.67,41,215933.47
Store_39,Bengaluru,Ceramic Mug,Home & Kitchen,3314.87,9,29833.83
Store_24,Bengaluru,Sunglasses,Accessories,1122.36,41,46016.76
Store_38,Delhi,Formal Shirt,Apparel,5713.97,29,165705.13
Store_14,Jaipur,Office Chair,Furniture,518.36,41,21252.76
Store_15,Hyderabad,Bluetooth Headset,Electronics,4546.71,29,131854.59
Store_12,Lucknow,Tennis Racket,Sports,4301.9,29,124755.1
Store_32,Pune,Sunglasses,Accessories,7608.99,26,197833.74
Store_6,Ahmedabad,Formal Shirt,Apparel,2638.14,32,84420.48
Store_46,Jaipur,Smartwatch,Electronics,5878.55,36,211627.8
Store_26,Kolkata,Basic T-Shirt,Apparel,4172.67,15,62590.05
Store_50,Ahmedabad,Coffee Maker,Home & Kitchen,3594.03,19,68286.57
Store_22,Delhi,Yoga Mat,Sports,1560.6,4,6242.4
Store_49,Ahmedabad,Formal Shirt,Apparel,4212.07,44,185331.08
Store_10,Lucknow,Office Chair,Furniture,5632.4,28,157707.2
Store_23,Chennai,Smartwatch,Electronics,5029.72,12,60356.64
Store_47,Pune,Backpack,Accessories,1665.04,10,16650.4
Store_46,Ahmedabad,Basic T-Shirt,Apparel,5942.49,7,41597.43
Store_23,Hyderabad,Leather Wallet,Accessories,5013.26,17,85225.42
Store_33,Kolkata,Smartwatch,Electronics,2456.99,6,14741.94
Store_38,Chennai,Bluetooth Headset,Electronics,7130.52,2,14261.04
Store_34,Kolkata,Tennis Racket,Sports,7226.54,33,238475.82
Store_37,Delhi,Sunglasses,Accessories,3718.12,20,74362.4
Store_27,Lucknow,Office Chair,Furniture,6165.72,1,6165.72
Store_38,Chennai,Formal Shirt,Apparel,4273.67,38,162399.46
Store_21,Ahmedabad,Tennis Racket,Sports,1579.31,45,71068.95
Store_46,Jaipur,Running Shoes,Footwear,4708.68,26,122425.68
Store_36,Hyderabad,Wireless Mouse,Electronics,7265.1,10,72651.0
Store_17,Lucknow,Formal Shirt,Apparel,7412.64,29,214966.56
Store_28,Pune,Basic T-Shirt,Apparel,7602.45,22,167253.9
Store_22,Hyderabad,Ceramic Mug,Home & Kitchen,3163.57,46,145524.22
Store_6,Lucknow,Leather Wallet,Accessories,4265.94,1,4265.94
Store_21,Mumbai,Ceramic Mug,Home & Kitchen,6609.77,27,178463.79
Store_42,Ahmedabad,Office Chair,Furniture,2423.9,37,89684.3
Store_15,Kolkata,Office Chair,Furniture,7953.02,8,63624.16
Store_5,Ahmedabad,Basic T-Shirt,Apparel,6398.16,44,281519.04
Store_33,Kolkata,Wireless Mouse,Electronics,7332.53,25,183313.25
Store_35,Chennai,Wireless Mouse,Electronics,3395.17,26,88274.42
Store_41,Chennai,Leather Wallet,Accessories,7181.58,21,150813.18
Store_40,Hyderabad,Basic T-Shirt,Apparel,7396.49,30,221894.7
Store_31,Bengaluru,Smartwatch,Electronics,1289.13,33,42541.29
Store_27,Jaipur,Yoga Mat,Sports,2874.69,23,66117.87
Store_17,Hyderabad,Ceramic Mug,Home & Kitchen,7467.21,39,291221.19
Store_45,Mumbai,Ceramic Mug,Home & Kitchen,4276.94,19,81261.86
Store_6,Jaipur,Basic T-Shirt,Apparel,5700.13,9,51301.17
Store_18,Kolkata,Running Shoes,Footwear,1759.28,26,45741.28
Store_36,Jaipur,Tennis Racket,Sports,7769.48,21,163159.08
Store_17,Kolkata,Leather Wallet,Accessories,5125.01,33,169125.33
Store_45,Delhi,Tennis Racket,Sports,3834.28,9,34508.52
Store_15,Bengaluru,Denim Jeans,Apparel,5351.71,25,133792.75
Store_39,Chennai,Wireless Mouse,Electronics,7175.69,38,272676.22
Store_36,Jaipur,Yoga Mat,Sports,4603.42,38,174929.96
Store_35,Jaipur,Running Shoes,Footwear,1725.5,16,27608.0
Store_44,Kolkata,Wireless Mouse,Electronics,4530.37,41,185745.17
Store_34,Mumbai,Running Shoes,Footwear,3864.93,44,170056.92
Store_30,Kolkata,Tennis Racket,Sports,6113.18,32,195621.76
Store_27,Lucknow,Ceramic Mug,Home & Kitchen,7416.81,13,96418.53
Store_15,Hyderabad,Wireless Mouse,Electronics,4692.34,45,211155.3
Store_29,Mumbai,Coffee Maker,Home & Kitchen,2332.38,21,48979.98
Store_43,Ahmedabad,Yoga Mat,Sports,4625.16,11,50876.76
Store_30,Lucknow,Denim Jeans,Apparel,4453.68,42,187054.56
Store_33,Mumbai,LED Lamp,Home & Kitchen,3513.28,5,17566.4
Store_41,Hyderabad,Ceramic Mug,Home & Kitchen,5310.43,37,196485.91
Store_33,Delhi,Wireless Mouse,Electronics,1428.08,16,22849.28
Store_7,Lucknow,Yoga Mat,Sports,3319.12,38,126126.56
Store_32,Chennai,Sunglasses,Accessories,5380.39,11,59184.29
Store_35,Chennai,Ceramic Mug,Home & Kitchen,3670.49,13,47716.37
Store_36,Pune,Yoga Mat,Sports,5192.42,47,244043.74
Store_18,Chennai,Bluetooth Headset,Electronics,2144.85,36,77214.6
Store_34,Pune,Smartwatch,Electronics,6858.14,8,54865.12
Store_4,Lucknow,Running Shoes,Footwear,1889.02,36,68004.72
Store_45,Mumbai,Tennis Racket,Sports,4316.32,28,120856.96
Store_37,Bengaluru,Basic T-Shirt,Apparel,4722.2,9,42499.8
Store_8,Pune,Sunglasses,Accessories,1074.12,8,8592.96
Store_4,Chennai,Leather Wallet,Accessories,5969.51,39,232810.89
Store_13,Pune,LED Lamp,Home & Kitchen,5117.08,46,235385.68
Store_6,Delhi,Running Shoes,Footwear,1962.18,30,58865.4
Store_32,Pune,Tennis Racket,Sports,955.47,22,21020.34
Store_11,Kolkata,Leather Wallet,Accessories,1858.45,36,66904.2
Store_48,Kolkata,LED Lamp,Home & Kitchen,1991.5,19,37838.5
Store_15,Pune,Wireless Mouse,Electronics,1448.85,46,66647.1
Store_1,Delhi,Bluetooth Headset,Electronics,2393.54,44,105315.76
Store_40,Ahmedabad,Denim Jeans,Apparel,267.67,49,13115.83
Store_46,Ahmedabad,Sunglasses,Accessories,4424.99,31,137174.69
Store_12,Pune,Smartwatch,Electronics,4434.23,40,177369.2
Store_7,Chennai,Sunglasses,Accessories,870.12,13,11311.56
Store_19,Chennai,Running Shoes,Footwear,7605.43,45,342244.35
Store_15,Pune,Ceramic Mug,Home & Kitchen,6991.4,40,279656.0
Store_44,Chennai,Ceramic Mug,Home & Kitchen,4500.51,18,81009.18
Store_17,Ahmedabad,Backpack,Accessories,4383.58,37,162192.46
Store_23,Jaipur,Bluetooth Headset,Electronics,7918.96,11,87108.56
Store_45,Pune,Wireless Mouse,Electronics,1434.6,26,37299.6
Store_40,Hyderabad,Office Chair,Furniture,7925.04,39,309076.56
Store_15,Ahmedabad,Bluetooth Headset,Electronics,7020.05,23,161461.15
Store_7,Kolkata,Leather Wallet,Accessories,3972.75,26,103291.5
Store_4,Bengaluru,Formal Shirt,Apparel,4456.3,37,164883.1
Store_42,Bengaluru,Tennis Racket,Sports,4333.6,13,56336.8
Store_46,Jaipur,Wireless Mouse,Electronics,2869.02,48,137712.96
Store_32,Mumbai,Ceramic Mug,Home & Kitchen,4899.23,47,230263.81
Store_45,Bengaluru,Yoga Mat,Sports,2826.85,40,113074.0
Store_46,Ahmedabad,Backpack,Accessories,4637.58,1,4637.58
Store_33,Hyderabad,Smartwatch,Electronics,5717.4,25,142935.0
Store_30,Hyderabad,Tennis Racket,Sports,7897.37,46,363279.02
Store_31,Delhi,Bluetooth Headset,Electronics,4985.06,4,19940.24
Store_4,Hyderabad,Backpack,Accessories,443.88,47,20862.36
Store_43,Jaipur,Denim Jeans,Apparel,1266.47,37,46859.39
Store_43,Kolkata,Bluetooth Headset,Electronics,6854.28,13,89105.64
Store_47,Kolkata,Wireless Mouse,Electronics,2973.31,30,89199.3
